title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure | Family | Fantasy,William Moseley | Anna Popplewell | Skandar Keynes | Georgie Henley | Liam Neeson,Andrew Adamson,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",sad,entertainment,
X-Men: Apocalypse,Science Fiction,James McAvoy | Michael Fassbender | Jennifer Lawrence | Nicholas Hoult | Oscar Isaac,Bryan Singer,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",neutral,general,http://www.foxmovies.com/movies/x-men-apocalypse
The Dark Knight,Drama | Action | Crime | Thriller,Christian Bale | Heath Ledger | Aaron Eckhart | Michael Caine | Maggie Gyllenhaal,Christopher Nolan,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",sad,general,http://thedarkknight.warnerbros.com/dvdsite/
Up,Animation | Comedy | Family | Adventure,Ed Asner | Christopher Plummer | Jordan Nagai | Bob Peterson | Delroy Lindo,Pete Docter,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",neutral,self growth,http://disney.go.com/disneypictures/up/
Monsters vs Aliens,Animation | Family | Adventure | Science Fiction,Seth Rogen | Reese Witherspoon | Hugh Laurie | Paul Rudd | Kiefer Sutherland,Conrad Vernon,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",excited,general,http://www.monstersvsaliens.com/
Iron Man,Action | Science Fiction | Adventure,Robert Downey Jr. | Terrence Howard | Jeff Bridges | Shaun Toub | Gwyneth Paltrow,Jon Favreau,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",excited,general,http://www.ironmanmovie.com/
Hugo,Adventure | Drama | Family,Ben Kingsley | Sacha Baron Cohen | Asa Butterfield | Chloë Grace Moretz | Ray Winstone,Martin Scorsese,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",excited,entertainment,http://www.hugomovie.com/
Wild Wild West,Action | Adventure | Comedy | Science Fiction | Western,Will Smith | Kevin Kline | Kenneth Branagh | Salma Hayek | M. Emmet Walsh,Barry Sonnenfeld,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,happy,relationships,
The Mummy: Tomb of the Dragon Emperor,Adventure | Action | Fantasy,Brendan Fraser | Jet Li | John Hannah | Maria Bello | Luke Ford,Rob Cohen,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",neutral,general,http://www.themummy.com/
Suicide Squad,Action | Adventure | Crime | Fantasy | Science Fiction,Will Smith | Margot Robbie | Joel Kinnaman | Viola Davis | Jared Leto,David Ayer,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",excited,general,http://www.suicidesquad.com/
Evan Almighty,Fantasy | Comedy | Family,Steve Carell | Lauren Graham | John Goodman | Jimmy Bennett | John Michael Higgins,Tom Shadyac,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,neutral,general,http://www.evanalmighty.com/
Edge of Tomorrow,Action | Science Fiction,Tom Cruise | Emily Blunt | Brendan Gleeson | Bill Paxton | Jonas Armstrong,Doug Liman,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",excited,general,http://www.edgeoftomorrowmovie.com/
Waterworld,Adventure | Action,Kevin Costner | Chaim Girafi | Rick Aviles | R. D. Call | Zitto Kazann,Kevin Reynolds,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",neutral,entertainment,
G.I. Joe: The Rise of Cobra,Adventure | Action | Thriller | Science Fiction,Dennis Quaid | Channing Tatum | Marlon Wayans | Sienna Miller | Joseph Gordon-Levitt,Stephen Sommers,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",excited,general,http://www.gijoemovie.com/
Inside Out,Drama | Comedy | Animation | Family,Amy Poehler | Phyllis Smith | Richard Kind | Bill Hader | Lewis Black,Pete Docter,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",happy,general,http://movies.disney.com/inside-out
The Jungle Book,Family | Adventure | Drama | Fantasy,Neel Sethi | Bill Murray | Ben Kingsley | Idris Elba | Scarlett Johansson,Jon Favreau,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",neutral,general,http://movies.disney.com/the-jungle-book-2016
Iron Man 2,Adventure | Action | Science Fiction,Robert Downey Jr. | Gwyneth Paltrow | Don Cheadle | Scarlett Johansson | Mickey Rourke,Jon Favreau,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",sad,general,http://www.ironmanmovie.com/
Snow White and the Huntsman,Adventure | Fantasy | Drama,Kristen Stewart | Charlize Theron | Chris Hemsworth | Sam Claflin | Ian McShane,Rupert Sanders,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",sad,entertainment,http://www.snowwhiteandthehuntsman.com/
Maleficent,Fantasy | Adventure | Action | Family | Romance,Angelina Jolie | Elle Fanning | Sharlto Copley | Sam Riley | Juno Temple,Robert Stromberg,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",sad,self growth,http://movies.disney.com/maleficent
Dawn of the Planet of the Apes,Science Fiction | Action | Drama | Thriller,Andy Serkis | Jason Clarke | Gary Oldman | Keri Russell | Toby Kebbell,Matt Reeves,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",neutral,general,http://www.dawnofapes.com/
